 ,Label,Area
1,kb_NA_1to100_bsdhbA_bs-02_1.czi,37637623.760
2,kb_NA_1to100_bsdhbA_bs-03_1.czi,34913125.976
3,kb_NA_1to100_bsdhbA_bs-04_1.czi,32790076.756
4,kb_NA_1to100_bsdhbA_bs_1.czi,33720716.741
5,kb_NA_1to100_bsdhbA_co-02_bs.czi,37787878.882
6,kb_NA_1to100_bsdhbA_co-02_ps.czi,13462388.022
7,kb_NA_1to100_bsdhbA_co-03_bs.czi,31858152.540
8,kb_NA_1to100_bsdhbA_co-03_ps.czi,13507978.251
9,kb_NA_1to100_bsdhbA_co-04_bs.czi,29928808.284
10,kb_NA_1to100_bsdhbA_co-04_ps.czi,13318554.059
11,kb_NA_1to100_bsdhbA_co_bs.czi,32295647.509
12,kb_NA_1to100_bsdhbA_co_ps.czi,13723087.079
13,kb_NA_1to100_bsdhbA_ps-02_1.czi,17176386.415
14,kb_NA_1to100_bsdhbA_ps-03_1.czi,18667807.623
15,kb_NA_1to100_bsdhbA_ps-04_1.czi,16571299.194
16,kb_NA_1to100_bsdhbA_ps_1.czi,16857682.887
17,kb_NA_1to100_bsdhbF_bs-02_1.czi,71698875.969
18,kb_NA_1to100_bsdhbF_bs-03_1.czi,55457624.350
19,kb_NA_1to100_bsdhbF_bs-04_1.czi,58796198.978
20,kb_NA_1to100_bsdhbF_bs_1.czi,76141675.915
21,kb_NA_1to100_bsdhbF_co-02_bs.czi,58867687.882
22,kb_NA_1to100_bsdhbF_co-02_ps.czi,13101732.922
23,kb_NA_1to100_bsdhbF_co-03_bs.czi,48730390.054
24,kb_NA_1to100_bsdhbF_co-03_ps.czi,13900525.107
25,kb_NA_1to100_bsdhbF_co-04_bs.czi,49079487.068
26,kb_NA_1to100_bsdhbF_co-04_ps.czi,12498786.087
27,kb_NA_1to100_bsdhbF_co_bs.czi,59000391.836
28,kb_NA_1to100_bsdhbF_co_ps.czi,14647091.866
29,kb_NA_1to100_bsdhbF_ps-02_1.czi,16520786.076
30,kb_NA_1to100_bsdhbF_ps-03_1.czi,15314678.368
31,kb_NA_1to100_bsdhbF_ps-04_1.czi,16927031.405
32,kb_NA_1to100_bsdhbF_ps_1.czi,17235461.078
33,kb_NA_1to10_bsdhbA_bs-02_1.czi,35827927.102
34,kb_NA_1to10_bsdhbA_bs-03_1.czi,33772942.168
35,kb_NA_1to10_bsdhbA_bs-04_1.czi,34952295.046
36,kb_NA_1to10_bsdhbA_bs_1.czi,34959572.360
37,kb_NA_1to10_bsdhbA_co-02_bs.czi,29558735.485
38,kb_NA_1to10_bsdhbA_co-02_ps.czi,12144124.069
39,kb_NA_1to10_bsdhbA_co-03_bs.czi,29914681.734
40,kb_NA_1to10_bsdhbA_co-03_ps.czi,12005641.072
41,kb_NA_1to10_bsdhbA_co-04_bs.czi,30645837.711
42,kb_NA_1to10_bsdhbA_co-04_ps.czi,11999433.952
43,kb_NA_1to10_bsdhbA_co_bs.czi,30849602.492
44,kb_NA_1to10_bsdhbA_co_ps.czi,11447428.312
45,kb_NA_1to10_bsdhbA_ps-02_1.czi,13808274.456
46,kb_NA_1to10_bsdhbA_ps-03_1.czi,16465350.070
47,kb_NA_1to10_bsdhbA_ps-04_1.czi,16290052.428
48,kb_NA_1to10_bsdhbA_ps_1.czi,14749402.333
49,kb_NA_1to10_bsdhbF_bs-02_1.czi,64629821.973
50,kb_NA_1to10_bsdhbF_bs-03_1.czi,103274497.511
51,kb_NA_1to10_bsdhbF_bs-04_1.czi,65672618.203
52,kb_NA_1to10_bsdhbF_bs_1.czi,60932518.593
53,kb_NA_1to10_bsdhbF_co-02_bs.czi,77360411.902
54,kb_NA_1to10_bsdhbF_co-02_ps.czi,14082886.024
55,kb_NA_1to10_bsdhbF_co-03_bs.czi,57273100.052
56,kb_NA_1to10_bsdhbF_co-03_ps.czi,14279373.491
57,kb_NA_1to10_bsdhbF_co-04_bs.czi,56176366.086
58,kb_NA_1to10_bsdhbF_co-04_ps.czi,13921928.971
59,kb_NA_1to10_bsdhbF_co_bs.czi,42532901.380
60,kb_NA_1to10_bsdhbF_co_ps.czi,11632357.693
61,kb_NA_1to10_bsdhbF_ps-02_1.czi,18391911.823
62,kb_NA_1to10_bsdhbF_ps-03_1.czi,15116692.631
63,kb_NA_1to10_bsdhbF_ps-04_1.czi,13602583.327
64,kb_NA_1to10_bsdhbF_ps_1.czi,15738474.865
65,kb_NA_1to1_bsdhbA_bs-02_1.czi,49164674.445
66,kb_NA_1to1_bsdhbA_bs-03_1.czi,40914555.261
67,kb_NA_1to1_bsdhbA_bs-04_1.czi,59377527.911
68,kb_NA_1to1_bsdhbA_bs_1.czi,51840585.459
69,kb_NA_1to1_bsdhbA_co-02_bs.czi,53427253.859
70,kb_NA_1to1_bsdhbA_co-02_ps.czi,9003321.140
71,kb_NA_1to1_bsdhbA_co-03_bs.czi,36980097.074
72,kb_NA_1to1_bsdhbA_co-03_ps.czi,10970764.272
73,kb_NA_1to1_bsdhbA_co-04_bs.czi,57314409.508
74,kb_NA_1to1_bsdhbA_co-04_ps.czi,8477642.253
75,kb_NA_1to1_bsdhbA_co_bs.czi,55255785.918
76,kb_NA_1to1_bsdhbA_co_ps.czi,8449603.191
77,kb_NA_1to1_bsdhbA_ps-02_1.czi,14619694.921
78,kb_NA_1to1_bsdhbA_ps-03_1.czi,16470486.997
79,kb_NA_1to1_bsdhbA_ps-04_1.czi,16605117.298
80,kb_NA_1to1_bsdhbA_ps_1.czi,18206340.326
81,kb_NA_1to1_bsdhbF_bs-02_1.czi,90785557.201
82,kb_NA_1to1_bsdhbF_bs-03_1.czi,59240329.146
83,kb_NA_1to1_bsdhbF_bs-04_1.czi,58305622.427
84,kb_NA_1to1_bsdhbF_bs_1.czi,78950504.921
85,kb_NA_1to1_bsdhbF_co-02_bs.czi,54515426.279
86,kb_NA_1to1_bsdhbF_co-02_ps.czi,9800829.094
87,kb_NA_1to1_bsdhbF_co-03_bs.czi,82149954.436
88,kb_NA_1to1_bsdhbF_co-03_ps.czi,10658909.981
89,kb_NA_1to1_bsdhbF_co-04_bs.czi,77832795.169
90,kb_NA_1to1_bsdhbF_co-04_ps.czi,10013155.420
91,kb_NA_1to1_bsdhbF_co_bs.czi,56060999.262
92,kb_NA_1to1_bsdhbF_co_ps.czi,11148202.301
93,kb_NA_1to1_bsdhbF_ps-02_1.czi,16437953.124
94,kb_NA_1to1_bsdhbF_ps-03_1.czi,21611052.892
95,kb_NA_1to1_bsdhbF_ps-04_1.czi,19456539.993
96,kb_NA_1to1_bsdhbF_ps_1.czi,16555460.335
97,kb_NA_1to1_dhbadhbb_bs-02_1.czi,62919439.241
98,kb_NA_1to1_dhbadhbb_bs-03_1.czi,63650167.141
99,kb_NA_1to1_dhbadhbb_bs-04_1.czi,66741313.107
100,kb_NA_1to1_dhbadhbb_bs_1.czi,54601683.849
101,kb_NA_1to1_dhbadhbb_co-02_bs.czi,46513805.951
102,kb_NA_1to1_dhbadhbb_co-02_ps.czi,14628684.543
103,kb_NA_1to1_dhbadhbb_co-03_bs.czi,48975678.330
104,kb_NA_1to1_dhbadhbb_co-03_ps.czi,14260966.168
105,kb_NA_1to1_dhbadhbb_co-04_bs.czi,42246089.609
106,kb_NA_1to1_dhbadhbb_co-04_ps.czi,2688325.255
107,kb_NA_1to1_dhbadhbb_co-04_ps.czi,14278517.337
108,kb_NA_1to1_dhbadhbb_co_bs.czi,49006713.932
109,kb_NA_1to1_dhbadhbb_co_ps.czi,13756263.067
110,kb_NA_1to1_dhbadhbb_ps-02_1.czi,16046904.538
111,kb_NA_1to1_dhbadhbb_ps-03_1.czi,16622240.389
112,kb_NA_1to1_dhbadhbb_ps-04_1.czi,17483959.933
113,kb_NA_1to1_dhbadhbb_ps_1.czi,16021005.864
114,kb_NA_1to1_dhbadhbf_bs-02_1.czi,54224333.736
115,kb_NA_1to1_dhbadhbf_bs-03_1.czi,54212989.688
116,kb_NA_1to1_dhbadhbf_bs-04_1.czi,64855418.694
117,kb_NA_1to1_dhbadhbf_bs_1.czi,61707980.568
118,kb_NA_1to1_dhbadhbf_co-02_bs.czi,55174451.236
119,kb_NA_1to1_dhbadhbf_co-02_ps.czi,9660633.788
120,kb_NA_1to1_dhbadhbf_co-03_bs.czi,55960615.142
121,kb_NA_1to1_dhbadhbf_co-03_ps.czi,9746249.242
122,kb_NA_1to1_dhbadhbf_co-04_bs.czi,62610153.414
123,kb_NA_1to1_dhbadhbf_co-04_ps.czi,10152066.494
124,kb_NA_1to1_dhbadhbf_co_bs.czi,60447507.047
125,kb_NA_1to1_dhbadhbf_co_ps.czi,10218204.432
126,kb_NA_1to1_dhbadhbf_ps-02_1.czi,16623096.544
127,kb_NA_1to1_dhbadhbf_ps-03_1.czi,16979898.948
128,kb_NA_1to1_dhbadhbf_ps-04_1.czi,16965344.321
129,kb_NA_1to1_dhbadhbf_ps_1.czi,17681089.516
130,kb_NA_1to1_dhbedhbf_bs-02_1.czi,30855381.535
131,kb_NA_1to1_dhbedhbf_bs-03_1.czi,28595133.550
132,kb_NA_1to1_dhbedhbf_bs-04_1.czi,28217569.398
133,kb_NA_1to1_dhbedhbf_bs_1.czi,36181947.004
134,kb_NA_1to1_dhbedhbf_co-02_bs.czi,25666870.986
135,kb_NA_1to1_dhbedhbf_co-02_ps.czi,14717082.500
136,kb_NA_1to1_dhbedhbf_co-03_bs.czi,23364029.312
137,kb_NA_1to1_dhbedhbf_co-03_ps.czi,13934985.327
138,kb_NA_1to1_dhbedhbf_co-04_bs.czi,23246736.140
139,kb_NA_1to1_dhbedhbf_co-04_ps.czi,14393456.083
140,kb_NA_1to1_dhbedhbf_co_bs.czi,27231279.368
141,kb_NA_1to1_dhbedhbf_co_ps.czi,14817252.581
142,kb_NA_1to1_dhbedhbf_ps-02_1.czi,17172533.719
143,kb_NA_1to1_dhbedhbf_ps-03_1.czi,18320636.957
144,kb_NA_1to1_dhbedhbf_ps-04_1.czi,17459131.452
145,kb_NA_1to1_dhbedhbf_ps_1.czi,16911620.623
