 ,Label,Area
1,kb_NA_NA_bsps_bs-01_1.czi,66326078.155
2,kb_NA_NA_bsps_bs-02_1.czi,60915395.503
3,kb_NA_NA_bsps_bs-03_1.czi,60051963.649
4,kb_NA_NA_bsps_bs-04_1.czi,65592353.715
5,kb_NA_NA_bsps_bs-05_1.czi,72046902.790
6,kb_NA_NA_bsps_bs-06_1.czi,70085238.700
7,kb_NA_NA_bsps_bs-07_1.czi,80690210.946
8,kb_NA_NA_bsps_bs-08_1.czi,78258518.014
9,kb_NA_NA_bsps_bs-09_1.czi,66077793.339
10,kb_NA_NA_bsps_bs-10_1.czi,59750597.251
11,kb_NA_NA_bsps_bs-11_1.czi,59537414.771
12,kb_NA_NA_bsps_bs-12_1.czi,68716889.707
13,kb_NA_NA_bsps_bs-13_1.czi,58827876.696
14,kb_NA_NA_bsps_bs-14_1.czi,56702044.974
15,kb_NA_NA_bsps_bs-15_1.czi,62533099.505
16,kb_NA_NA_bsps_bs-16_1.czi,75831105.855
17,kb_NA_NA_bsps_bs-17_1.czi,70162292.609
18,kb_NA_NA_bsps_bs-18_1.czi,67472897.161
19,kb_NA_NA_bsps_bs-19_1.czi,62305576.436
20,kb_NA_NA_bsps_bs-20_1.czi,82650162.726
21,kb_NA_NA_bsps_bs-21_1.czi,87799290.166
22,kb_NA_NA_bsps_bs-22_1.czi,53211930.993
23,kb_NA_NA_bsps_bs-23_1.czi,58988405.672
24,kb_NA_NA_bsps_bs-24_1.czi,57704173.863
25,kb_NA_NA_bsps_bs-25_1.czi,56788516.582
26,kb_NA_NA_bsps_bs-26_1.czi,61100110.845
27,kb_NA_NA_bsps_bs-27_1.czi,67798878.002
28,kb_NA_NA_bsps_bs-28_1.czi,81959031.973
29,kb_NA_NA_bsps_bs-29_1.czi,60252303.812
30,kb_NA_NA_bsps_bs-30_1.czi,64627253.510
31,kb_NA_NA_bsps_bs-31_1.czi,62157461.701
32,kb_NA_NA_bsps_bs-32_1.czi,69700397.235
33,kb_NA_NA_bsps_bs-33_1.czi,61651046.291
34,kb_NA_NA_bsps_bs-34_1.czi,62112085.510
35,kb_NA_NA_bsps_bs-35_1.czi,78555389.601
