 ,Label,Area
1,kb_NA_NA_dhbb_bs-02_1.czi,52667416.705
2,kb_NA_NA_dhbb_bs-03_1.czi,52009247.903
3,kb_NA_NA_dhbb_bs-04_1.czi,39591796.497
4,kb_NA_NA_dhbb_bs_1.czi,53594203.995
5,kb_NA_NA_dhbb_co-02_bs.czi,33825595.672
6,kb_NA_NA_dhbb_co-02_ps.czi,15920193.666
7,kb_NA_NA_dhbb_co-03_bs.czi,27675195.497
8,kb_NA_NA_dhbb_co-03_ps.czi,13997912.686
9,kb_NA_NA_dhbb_co-04_bs.czi,21295345.906
10,kb_NA_NA_dhbb_co-04_ps.czi,2664781.005
11,kb_NA_NA_dhbb_co-04_ps.czi,16009233.739
12,kb_NA_NA_dhbb_co_bs.czi,32258832.864
13,kb_NA_NA_dhbb_co_ps.czi,15625890.543
14,kb_NA_NA_dhbb_ps-02_1.czi,17321076.532
15,kb_NA_NA_dhbb_ps-03_1.czi,17469833.383
16,kb_NA_NA_dhbb_ps-04_1.czi,17813365.392
17,kb_NA_NA_dhbb_ps_1.czi,16751733.763
18,kb_NA_NA_dhbc_bs-02_1.czi,21131392.311
19,kb_NA_NA_dhbc_bs-03_1.czi,22810739.441
20,kb_NA_NA_dhbc_bs-04_1.czi,19972801.180
21,kb_NA_NA_dhbc_bs_1.czi,20639317.490
22,kb_NA_NA_dhbc_co-02_bs.czi,15143447.460
23,kb_NA_NA_dhbc_co-02_ps.czi,15988043.914
24,kb_NA_NA_dhbc_co-03_bs.czi,16144506.156
25,kb_NA_NA_dhbc_co-03_ps.czi,16640433.673
26,kb_NA_NA_dhbc_co-04_bs.czi,16287698.003
27,kb_NA_NA_dhbc_co-04_ps.czi,16461497.374
28,kb_NA_NA_dhbc_co_bs.czi,16196089.467
29,kb_NA_NA_dhbc_co_ps.czi,15973489.287
30,kb_NA_NA_dhbc_ps-02_1.czi,17021422.443
31,kb_NA_NA_dhbc_ps-03_1.czi,17330066.155
32,kb_NA_NA_dhbc_ps-04_1.czi,17578350.971
33,kb_NA_NA_dhbc_ps_1.czi,17607674.264
34,kb_NA_NA_dhbe_bs-02_1.czi,34282782.196
35,kb_NA_NA_dhbe_bs-03_1.czi,45453672.592
36,kb_NA_NA_dhbe_bs-04_1.czi,29740454.286
37,kb_NA_NA_dhbe_bs_1.czi,30621223.268
38,kb_NA_NA_dhbe_co-02_bs.czi,22807742.900
39,kb_NA_NA_dhbe_co-02_ps.czi,16651135.605
40,kb_NA_NA_dhbe_co-03_bs.czi,28721416.345
41,kb_NA_NA_dhbe_co-03_ps.czi,15307829.132
42,kb_NA_NA_dhbe_co-04_bs.czi,25205831.766
43,kb_NA_NA_dhbe_co-04_ps.czi,15105990.699
44,kb_NA_NA_dhbe_co_bs.czi,16370959.032
45,kb_NA_NA_dhbe_co_ps.czi,3248036.285
46,kb_NA_NA_dhbe_co_ps.czi,18113233.520
47,kb_NA_NA_dhbe_ps-02_1.czi,19496351.179
48,kb_NA_NA_dhbe_ps-03_1.czi,17639137.944
49,kb_NA_NA_dhbe_ps-04_1.czi,17547315.369
50,kb_NA_NA_dhbe_ps_1.czi,17846969.458
51,kb_NA_NA_dhbf_bs-02_1.czi,27629605.268
52,kb_NA_NA_dhbf_bs-03_1.czi,28727195.388
53,kb_NA_NA_dhbf_bs-04_1.czi,28794189.481
54,kb_NA_NA_dhbf_bs_1.czi,25946405.443
55,kb_NA_NA_dhbf_co-02_bs.czi,25868281.341
56,kb_NA_NA_dhbf_co-02_ps.czi,2869187.901
57,kb_NA_NA_dhbf_co-02_ps.czi,15835648.406
58,kb_NA_NA_dhbf_co-03_bs.czi,25950258.138
59,kb_NA_NA_dhbf_co-03_ps.czi,15293060.466
60,kb_NA_NA_dhbf_co-04_bs.czi,24053447.755
61,kb_NA_NA_dhbf_co-04_ps.czi,14845291.642
62,kb_NA_NA_dhbf_co_bs.czi,22336429.826
63,kb_NA_NA_dhbf_co_ps.czi,15771222.777
64,kb_NA_NA_dhbf_ps-02_1.czi,17718118.200
65,kb_NA_NA_dhbf_ps-03_1.czi,3105272.516
66,kb_NA_NA_dhbf_ps-03_1.czi,15409497.484
67,kb_NA_NA_dhbf_ps-04_1.czi,14540500.626
68,kb_NA_NA_dhbf_ps_1.czi,17848681.767
