target_id	length	eff_length	est_counts	tpm
gene-B4U62_00005	1341	1074.08	900	10.5657
gene-B4U62_00010	1137	870.079	501	7.26059
gene-B4U62_00015	216	45.5507	49	13.5642
gene-B4U62_00020	1113	846.079	5016	74.7549
gene-B4U62_00025	246	51.5217	138	33.774
gene-B4U62_00030	1917	1650.08	3096	23.6586
gene-B4U62_00035	2466	2199.08	3647	20.9116
rna-B4U62_00040	1556	1289.08	3894.15	38.0913
rna-B4U62_00045	77	20	0.5	0.315234
rna-B4U62_00050	76	19.6667	22.5	14.426
rna-B4U62_00055	2933	2666.08	11089.7	52.4494
rna-B4U62_00060	116	19.4348	0.777778	0.504625
gene-B4U62_00065	948	681.079	176	3.25843
gene-B4U62_00070	1467	1200.08	2302	24.1874
gene-B4U62_00075	1332	1065.08	2298	27.2058
gene-B4U62_00080	885	618.079	1284	26.1947
gene-B4U62_00085	591	324.092	815	31.709
gene-B4U62_00090	1278	1011.08	429	5.35014
rna-B4U62_00095	93	20.2406	96.1515	59.8999
gene-B4U62_00100	654	387.079	317	10.3265
gene-B4U62_00105	624	357.092	230	8.12159
gene-B4U62_00110	1284	1017.08	3087	38.2714
gene-B4U62_00115	546	279.112	447	20.194
gene-B4U62_00120	486	219.241	234	13.4582
rna-B4U62_00125	265	56.2543	9236	2070.24
gene-B4U62_00130	1692	1425.08	780	6.90158
gene-B4U62_00135	324	76.7939	388	63.7086
gene-B4U62_00140	597	330.092	261	9.97008
gene-B4U62_00145	225	47.9041	140	36.8509
gene-B4U62_00150	264	55.9627	513	115.588
rna-B4U62_00155	1554	1287.08	469.056	4.59528
rna-B4U62_00160	77	20	0.5	0.315234
rna-B4U62_00165	76	19.6667	22.5	14.426
rna-B4U62_00170	2933	2666.08	2636.83	12.471
rna-B4U62_00175	116	19.4348	0.777778	0.504625
gene-B4U62_00180	195	40.3114	94	29.4031
gene-B4U62_00185	615	348.092	673	24.3789
gene-B4U62_00190	1161	894.079	1328	18.729
gene-B4U62_00195	1443	1176.08	1416	15.1817
gene-B4U62_00200	639	372.092	413	13.9956
gene-B4U62_00205	330	79.8529	395	62.3734
gene-B4U62_00210	441	174.778	374	26.9823
gene-B4U62_00215	990	723.079	1117	19.4787
gene-B4U62_00220	828	561.079	903	20.2935
gene-B4U62_00225	360	100.557	262	32.8535
gene-B4U62_00230	744	477.079	45	1.18936
gene-B4U62_00235	300	66.2239	7	1.33283
gene-B4U62_00240	879	612.079	145	2.98712
gene-B4U62_00245	291	63.2406	7535	1502.38
gene-B4U62_00250	1995	1728.08	992	7.23837
gene-B4U62_00255	768	501.079	28	0.704603
gene-B4U62_00260	1314	1047.08	9428	113.536
gene-B4U62_00265	561	294.112	115	4.93035
gene-B4U62_00270	879	612.079	353	7.2721
gene-B4U62_00275	873	606.079	2405	50.0355
gene-B4U62_00280	261	55.2937	18351	4184.83
gene-B4U62_00285	186	38.0339	1699	563.269
gene-B4U62_00290	870	603.079	175	3.65895
gene-B4U62_00295	858	591.079	1411	30.1005
gene-B4U62_00300	378	115.833	1555	169.274
gene-B4U62_00305	294	64.269	113607	22289.3
gene-B4U62_00310	1371	1104.08	1298	14.8241
gene-B4U62_00315	954	687.079	420	7.70789
gene-B4U62_00320	615	348.092	38133	1381.34
gene-B4U62_00325	567	300.112	1626	68.3171
gene-B4U62_00330	231	49.2059	1217	311.865
gene-B4U62_00335	3534	3267.08	2292	8.84602
gene-B4U62_00340	537	270.122	2534	118.288
gene-B4U62_00345	1599	1332.08	28	0.265046
gene-B4U62_00350	1470	1203.08	194	2.0333
gene-B4U62_00355	261	55.2937	19	4.33283
gene-B4U62_00360	303	67.4434	360	67.3064
gene-B4U62_00365	636	369.092	495	16.9108
gene-B4U62_00370	378	115.833	1545	168.186
gene-B4U62_00375	387	123.77	6153	626.852
rna-B4U62_00380	77	20	12	7.56562
rna-B4U62_00385	72	18.875	3.94278e-05	2.63396e-05
gene-B4U62_00390	2484	2217.08	1931	10.9823
gene-B4U62_00395	738	471.079	531	14.2133
gene-B4U62_00400	1017	750.079	117	1.96685
gene-B4U62_00405	1419	1152.08	6465	70.7586
gene-B4U62_00410	543	276.122	416	18.997
gene-B4U62_00415	1914	1647.08	12290	94.0872
gene-B4U62_00420	777	510.079	140	3.46085
gene-B4U62_00425	876	609.079	206	4.26468
gene-B4U62_00430	894	627.079	169	3.39826
gene-B4U62_00435	927	660.079	2135	40.7845
gene-B4U62_00440	1413	1146.08	206	2.26645
gene-B4U62_00445	585	318.092	363	14.3895
gene-B4U62_00450	882	615.079	232	4.75609
gene-B4U62_00455	858	591.079	147	3.13592
gene-B4U62_00460	363	103.089	14	1.71242
gene-B4U62_00465	504	237.172	35	1.86079
gene-B4U62_00470	210	44.4745	4	1.13408
gene-B4U62_00475	1002	735.079	1103	18.9206
gene-B4U62_00480	1500	1233.08	1300	13.2937
rna-B4U62_00485	1555	1288.08	1515.97	14.8403
rna-B4U62_00490	2933	2666.08	2697.13	12.7562
rna-B4U62_00495	116	19.4348	0.777778	0.504625
rna-B4U62_00500	76	19.6667	4.25	2.7249
rna-B4U62_00505	76	19.6667	25.5	16.3494
rna-B4U62_00510	76	19.6667	60	38.4692
rna-B4U62_00515	83	21.32	12	7.0972
rna-B4U62_00520	75	19.3455	30.5	19.8799
rna-B4U62_00525	86	19.2474	0	0
rna-B4U62_00530	77	20	27	17.0226
rna-B4U62_00535	77	20	15.3333	9.66718
rna-B4U62_00540	76	19.6667	22.5	14.426
rna-B4U62_00545	1555	1288.08	1023.89	10.0231
rna-B4U62_00550	2933	2666.08	7087.19	33.5192
rna-B4U62_00555	116	19.4348	0.777778	0.504625
gene-B4U62_00560	465	198.339	2166	137.703
gene-B4U62_00565	558	291.112	1154	49.9848
gene-B4U62_00570	1092	825.079	1653	25.2621
gene-B4U62_00575	2433	2166.08	5580	32.4828
gene-B4U62_00580	1377	1110.08	1803	20.4802
gene-B4U62_00585	1083	816.079	350	5.4079
gene-B4U62_00590	1101	834.079	1257	19.0029
gene-B4U62_00595	699	432.079	282	8.2296
gene-B4U62_00600	477	210.291	23	1.37912
gene-B4U62_00605	1452	1185.08	10724	114.104
gene-B4U62_00610	186	38.0339	521	172.727
gene-B4U62_00615	653	386.079	48	1.56768
gene-B4U62_00620	1401	1134.08	431	4.79211
gene-B4U62_00625	432	165.976	38	2.8869
gene-B4U62_00630	750	483.079	74	1.93155
gene-B4U62_00635	513	246.164	2	0.102447
gene-B4U62_00640	657	390.079	1283	41.4731
gene-B4U62_00645	150	26.7144	400	188.803
gene-B4U62_00650	180	36.2981	823	285.897
gene-B4U62_00655	534	267.131	257	12.1312
gene-B4U62_00660	426	160.204	16636	1309.39
gene-B4U62_00665	699	432.079	7803	227.715
gene-B4U62_00670	501	234.195	5214	280.728
gene-B4U62_00675	372	110.634	5951	678.256
gene-B4U62_00680	606	339.092	229	8.51552
gene-B4U62_00685	3582	3315.08	13447	51.1475
gene-B4U62_00690	3600	3333.08	16950	64.1235
gene-B4U62_00695	249	52.301	2616	630.697
gene-B4U62_00700	417	151.647	1823	151.582
gene-B4U62_00705	471	204.325	2061	127.189
gene-B4U62_00710	2079	1812.08	13496	93.912
gene-B4U62_00715	1191	924.079	24062	328.334
gene-B4U62_00720	957	690.079	92	1.68105
gene-B4U62_00725	309	70.2993	791	141.879
gene-B4U62_00730	630	363.092	1341	46.5699
gene-B4U62_00735	624	357.092	930	32.8395
gene-B4U62_00740	288	62.2128	206	41.7523
gene-B4U62_00745	834	567.079	2227	49.5187
gene-B4U62_00750	279	59.7514	332	70.0621
gene-B4U62_00755	342	86.8138	253	36.7473
gene-B4U62_00760	657	390.079	626	20.2355
gene-B4U62_00765	435	168.869	192	14.3365
gene-B4U62_00770	201	42.4894	17	5.04501
gene-B4U62_00775	264	55.9627	59	13.2937
gene-B4U62_00780	369	108.112	228	26.5923
gene-B4U62_00785	312	71.416	171	30.1921
gene-B4U62_00790	540	273.122	649	29.9627
gene-B4U62_00795	186	38.0339	81	26.8539
gene-B4U62_00800	399	134.73	366	34.2538
