#	up	fill
Pm92_000008	K00655	up
Pm92_000009	K03273	up
Pm92_000010	K01879	up
Pm92_000011	K01878	up
Pm92_000016	K03500	up
Pm92_000023	K00228	up
Pm92_000024	K00014	up
Pm92_000039	K05594	up
Pm92_000039	K07184	up
Pm92_000040	K09165	up
Pm92_000043	K04063	up
Pm92_000047	K01091	up
Pm92_000068	K07152	up
Pm92_000070	K02072	up
Pm92_000072	K03781	up
Pm92_000082	K02277	up
Pm92_000084	K03673	up
Pm92_000086	K13590	up
Pm92_000088	K11383	up
Pm92_000095	K18480	up
Pm92_000110	K18118	up
Pm92_000110	K22214	up
Pm92_000152	K11937	up
Pm92_000153	K07326	up
Pm92_000154	K15125	up
Pm92_000241	K21136	up
Pm92_000242	K21137	up
Pm92_000243	K18138	up
Pm92_000243	K18303	up
Pm92_000243	K21134	up
Pm92_000253	K02028	up
Pm92_000253	K02029	up
Pm92_000253	K09972	up
Pm92_000253	K10004	up
Pm92_000253	K10010	up
Pm92_000254	K02029	up
Pm92_000254	K10009	up
Pm92_000258	K02168	up
Pm92_000276	K01610	up
Pm92_000295	K00067	up
Pm92_000296	K01790	up
Pm92_000369	K02030	up
Pm92_000369	K09997	up
Pm92_000371	K11735	up
Pm92_000383	K01089	up
Pm92_000383	K01693	up
Pm92_000384	K02501	up
Pm92_000386	K01814	up
Pm92_000386	K01817	up
Pm92_000388	K02030	up
Pm92_000390	K09798	up
Pm92_000394	K01011	up
Pm92_000395	K03676	up
Pm92_000396	K03071	up
Pm92_000408	K00688	up
Pm92_000416	K09975	up
Pm92_000429	K03670	up
Pm92_000430	K03669	up
Pm92_000432	K02030	up
Pm92_000434	K02028	up
Pm92_000434	K02029	up
Pm92_000438	K03118	up
Pm92_000443	K03688	up
Pm92_000444	K03690	up
Pm92_000445	K03183	up
Pm92_000456	K03591	up
Pm92_000457	K01887	up
Pm92_000459	K02909	up
Pm92_000461	K00027	up
Pm92_000461	K00029	up
Pm92_000462	K05366	up
Pm92_000471	K00266	up
Pm92_000472	K01599	up
Pm92_000485	K07107	up
Pm92_000486	K01745	up
Pm92_000501	K05802	up
Pm92_000501	K22051	up
Pm92_000507	K13821	up
Pm92_000508	K11928	up
Pm92_000512	K07115	up
Pm92_000515	K00627	up
Pm92_000516	K00163	up
Pm92_000517	K00982	up
Pm92_000518	K02843	up
Pm92_000519	K02841	up
Pm92_000521	K02848	up
Pm92_000532	K00612	up
Pm92_000536	K12987	up
Pm92_000536	K12988	up
Pm92_000539	K03272	up
Pm92_000539	K21344	up
Pm92_000548	K03147	up
Pm92_000554	K07000	up
Pm92_000560	K01079	up
Pm92_000565	K02557	up
Pm92_000574	K03572	up
Pm92_000579	K04087	up
Pm92_000580	K02502	up
Pm92_000581	K01939	up
Pm92_000583	K02011	up
Pm92_000589	K02990	up
Pm92_000590	K02963	up
Pm92_000592	K02939	up
Pm92_000623	K03594	up
Pm92_000645	K02015	up
