#	up	fill
AQZ88950.1	K06284	up
AQZ88975.1	K13052	up
AQZ88989.1	K02619	up
AQZ88992.1	K00950	up
AQZ88997.1	K19411	up
AQZ89001.1	K07067	up
AQZ89023.1	K02950	up
AQZ89024.1	K02992	up
AQZ89025.1	K02355	up
AQZ89028.1	K02946	up
AQZ89029.1	K02906	up
AQZ89030.1	K02926	up
AQZ89031.1	K02892	up
AQZ89032.1	K02886	up
AQZ89033.1	K02965	up
AQZ89034.1	K02890	up
AQZ89035.1	K02982	up
AQZ89036.1	K02878	up
AQZ89037.1	K02904	up
AQZ89038.1	K02961	up
AQZ89039.1	K02874	up
AQZ89040.1	K02895	up
AQZ89041.1	K02931	up
AQZ89042.1	K02954	up
AQZ89043.1	K02994	up
AQZ89044.1	K02933	up
AQZ89045.1	K02881	up
AQZ92990.1	K02988	up
AQZ89047.1	K02876	up
AQZ89052.1	K02518	up
AQZ89054.1	K02952	up
AQZ89062.1	K02871	up
AQZ89072.1	K03321	up
AQZ89092.1	K00820	up
AQZ89094.1	K13530	up
AQZ89213.1	K00016	up
AQZ89214.1	K03303	up
AQZ89234.1	K21567	up
AQZ89237.1	K00362	up
AQZ89249.1	K01223	up
AQZ89249.1	K05350	up
AQZ89270.1	K01612	up
AQZ89270.1	K03182	up
AQZ89270.1	K16874	up
AQZ93002.1	K00135	up
AQZ89374.1	K04749	up
AQZ89375.1	K04757	up
AQZ89376.1	K03090	up
AQZ89377.1	K05518	up
AQZ89449.1	K07150	up
AQZ89479.1	K01077	up
AQZ89487.1	K02761	up
AQZ89510.1	K00558	up
AQZ89519.1	K03292	up
AQZ89519.1	K16248	up
AQZ89527.1	K00004	up
AQZ89527.1	K00098	up
AQZ89546.1	K01588	up
AQZ89547.1	K01589	up
AQZ89548.1	K01756	up
AQZ89549.1	K01923	up
AQZ89550.1	K01952	up
AQZ89551.1	K01952	up
AQZ89552.1	K01952	up
AQZ89554.1	K01933	up
AQZ89569.1	K03307	up
AQZ89569.1	K11928	up
AQZ89617.1	K07406	up
AQZ93019.1	K19005	up
AQZ89628.1	K00978	up
AQZ89720.1	K06147	up
AQZ89758.1	K20534	up
AQZ89798.1	K03446	up
AQZ89827.1	K00105	up
AQZ89827.1	K00111	up
AQZ89837.1	K06415	up
AQZ93024.1	K11923	up
AQZ89859.1	K16052	up
AQZ89878.1	K03455	up
AQZ89879.1	K07228	up
AQZ89908.1	K01772	up
AQZ89909.1	K00231	up
AQZ89911.1	K01421	up
AQZ89920.1	K03800	up
AQZ89937.1	K02250	up
AQZ89952.1	K07120	up
AQZ89957.1	K16899	up
AQZ89962.2	K06299	up
AQZ89962.2	K06304	up
AQZ89963.1	K06303	up
AQZ89965.1	K06301	up
AQZ89967.1	K06299	up
AQZ89984.1	K00860	up
AQZ89985.1	K00958	up
AQZ90015.1	K00821	up
AQZ90016.1	K01956	up
AQZ90057.1	K03707	up
AQZ90058.1	K10810	up
AQZ93034.1	K03154	up
AQZ90122.1	K03885	up
AQZ90134.1	K06359	up
AQZ90134.1	K06360	up
AQZ90134.1	K06367	up
AQZ90183.1	K15975	up
AQZ90186.1	K04771	up
AQZ90198.1	K05916	up
AQZ90198.1	K15765	up
AQZ90219.1	K02483	up
AQZ90238.1	K03093	up
AQZ90266.1	K01737	up
AQZ90272.1	K22278	up
AQZ90315.1	K22044	up
AQZ90319.1	K06437	up
AQZ93050.1	K03569	up
AQZ90352.1	K00161	up
AQZ90353.1	K00162	up
AQZ90354.1	K00627	up
AQZ90373.1	K07175	up
AQZ90407.1	K08724	up
AQZ90407.1	K12552	up
AQZ90407.1	K12556	up
AQZ90413.1	K02563	up
AQZ90414.1	K00075	up
AQZ90427.1	K06997	up
AQZ90456.1	K00942	up
AQZ90458.1	K01598	up
AQZ90458.1	K13038	up
AQZ90461.1	K00604	up
AQZ90473.1	K01752	up
AQZ90474.1	K01752	up
AQZ90475.1	K03655	up
AQZ90478.1	K00645	up
AQZ90478.1	K15327	up
AQZ90478.1	K15329	up
AQZ90507.1	K02388	up
AQZ93059.1	K02408	up
AQZ90510.1	K02411	up
AQZ90515.1	K02389	up
AQZ90653.1	K00560	up
AQZ90686.1	K01681	up
AQZ90700.1	K01179	up
AQZ90715.1	K00248	up
AQZ90742.1	K03790	up
AQZ90834.1	K04748	up
AQZ90851.1	K15975	up
AQZ90948.1	K01971	up
AQZ90948.1	K10747	up
AQZ91072.1	K07305	up
AQZ91073.1	K07304	up
AQZ91073.1	K12267	up
AQZ91112.1	K03458	up
AQZ91112.1	K16169	up
AQZ91112.1	K16170	up
AQZ91113.1	K03816	up
AQZ91114.1	K01299	up
AQZ93076.1	K02777	up
AQZ91136.1	K03700	up
AQZ91137.1	K05366	up
AQZ91145.1	K01579	up
AQZ91146.1	K01918	up
AQZ91147.1	K00606	up
AQZ91152.1	K01734	up
AQZ91153.1	K00215	up
AQZ91166.1	K01817	up
AQZ91199.1	K07098	up
AQZ91223.1	K00794	up
AQZ91224.1	K14652	up
AQZ91225.1	K00793	up
AQZ91226.1	K11752	up
AQZ91237.1	K06407	up
AQZ91239.1	K06406	up
AQZ91240.1	K06405	up
AQZ91253.1	K00027	up
AQZ91254.1	K03315	up
AQZ91259.1	K01515	up
AQZ91280.1	K00354	up
AQZ91376.1	K00845	up
AQZ91386.1	K02036	up
AQZ91387.1	K02036	up
AQZ91388.1	K02038	up
AQZ91389.1	K02037	up
AQZ91391.1	K21465	up
AQZ91391.1	K21466	up
AQZ91398.1	K03526	up
AQZ91404.1	K05592	up
AQZ91404.1	K18692	up
AQZ91435.1	K03687	up
AQZ91450.1	K09710	up
AQZ91452.1	K00969	up
AQZ91453.1	K07574	up
AQZ91467.1	K03741	up
AQZ91479.1	K01447	up
AQZ91533.1	K13256	up
AQZ91573.1	K01776	up
AQZ91592.1	K01607	up
AQZ91593.1	K13979	up
AQZ91594.1	K05520	up
AQZ91595.1	K03332	up
AQZ91604.1	K03088	up
AQZ91608.1	K14338	up
AQZ91609.1	K22106	up
AQZ93099.1	K00123	up
AQZ91622.1	K21468	up
