#	up	fill
AQZ88916.1	K14761	up
AQZ88950.1	K06284	up
AQZ88962.1	K06412	up
AQZ88986.1	K01738	up
AQZ89012.1	K02913	up
AQZ89013.1	K03073	up
AQZ89089.1	K18672	up
AQZ89133.1	K08289	up
AQZ89142.1	K13653	up
AQZ89150.1	K02205	up
AQZ89150.1	K03293	up
AQZ89150.1	K16235	up
AQZ89150.1	K16236	up
AQZ89194.1	K09815	up
AQZ89195.1	K02074	up
AQZ89195.1	K09817	up
AQZ89196.1	K09816	up
AQZ89203.1	K08369	up
AQZ89236.1	K00363	up
AQZ89241.1	K09007	up
AQZ89265.1	K10010	up
AQZ89314.1	K07160	up
AQZ89416.1	K03704	up
AQZ89466.1	K18231	up
AQZ89480.1	K05937	up
AQZ89521.1	K03969	up
AQZ89541.1	K06901	up
AQZ89546.1	K01588	up
AQZ89553.1	K00764	up
AQZ89555.1	K11175	up
AQZ89557.1	K01945	up
AQZ89559.1	K16263	up
AQZ93018.1	K07145	up
AQZ93019.1	K19005	up
AQZ89636.1	K00128	up
AQZ89636.1	K21802	up
AQZ89652.1	K02015	up
AQZ89742.1	K02016	up
AQZ89743.1	K02015	up
AQZ89744.1	K02015	up
AQZ89778.1	K03147	up
AQZ89785.1	K02954	up
AQZ89807.1	K03704	up
AQZ89809.1	K02073	up
AQZ89825.1	K02440	up
AQZ89835.1	K13771	up
AQZ89849.1	K03088	up
AQZ89866.1	K18216	up
AQZ89866.1	K18889	up
AQZ90060.1	K03149	up
lcl|CP020102.1_cds_1247	K02768	up
lcl|CP020102.1_cds_1247	K02769	up
lcl|CP020102.1_cds_1247	K02770	up
AQZ90102.1	K22278	up
AQZ90215.1	K16785	up
AQZ90216.1	K16786	up
AQZ90216.1	K16787	up
AQZ90217.1	K16925	up
AQZ90238.1	K03093	up
AQZ90257.1	K06376	up
AQZ90260.1	K15973	up
AQZ90261.1	K02557	up
AQZ90262.1	K02556	up
AQZ90265.1	K06920	up
AQZ90292.1	K00020	up
AQZ90309.1	K03839	up
AQZ90332.1	K03436	up
AQZ90352.1	K00161	up
AQZ90353.1	K00162	up
AQZ90355.1	K00382	up
AQZ90395.1	K07001	up
AQZ90413.1	K02563	up
AQZ90506.1	K02387	up
AQZ90507.1	K02388	up
AQZ93059.1	K02408	up
AQZ90508.1	K02409	up
AQZ90509.1	K02410	up
AQZ90510.1	K02411	up
AQZ90511.1	K02412	up
AQZ90512.1	K02413	up
AQZ90514.1	K02414	up
AQZ90515.1	K02389	up
AQZ90516.1	K02390	up
AQZ90518.1	K02415	up
AQZ90519.1	K02416	up
AQZ90520.1	K02417	up
AQZ90521.1	K03413	up
AQZ90522.1	K02418	up
AQZ90523.1	K02419	up
AQZ90526.1	K02401	up
AQZ90527.1	K02400	up
AQZ90530.1	K03412	up
AQZ90533.1	K03410	up
AQZ90534.1	K03411	up
