#	up	fill
AQZ89012.1	K02913	up
AQZ89013.1	K03073	up
AQZ89133.1	K08289	up
AQZ89265.1	K10010	up
AQZ89416.1	K03704	up
AQZ89466.1	K18231	up
AQZ89559.1	K16263	up
AQZ89744.1	K02015	up
AQZ89778.1	K03147	up
AQZ89835.1	K13771	up
AQZ90215.1	K16785	up
AQZ90216.1	K16786	up
AQZ90216.1	K16787	up
AQZ90217.1	K16925	up
AQZ90257.1	K06376	up
AQZ90261.1	K02557	up
AQZ90332.1	K03436	up
AQZ90530.1	K03412	up
AQZ90533.1	K03410	up
AQZ90534.1	K03411	up
AQZ90694.1	K08591	up
AQZ90795.1	K21487	up
AQZ93067.1	K00274	up
AQZ91176.1	K00805	up
AQZ91179.1	K03530	up
AQZ91204.1	K05337	up
AQZ91340.1	K03786	up
AQZ91399.1	K05967	up
AQZ91565.1	K03623	up
AQZ91985.1	K16789	up
AQZ92010.1	K03406	up
AQZ92245.1	K03075	up
AQZ92269.1	K21463	up
lcl|CP020102.1_cds_3560	K07778	up
AQZ92433.1	K01448	up
AQZ92566.1	K02116	up
AQZ92585.1	K02909	up
AQZ92594.1	K03048	up
AQZ92703.1	K07224	up
AQZ92716.1	K01342	up
AQZ92716.1	K13277	up
AQZ92805.1	K21493	up
AQZ92819.1	K05346	up
AQZ92939.1	K03535	up
AQZ92939.1	K08191	up
AQZ92972.1	K02963	up
#	down	fill
AQZ88998.1	K19405	down
AQZ89160.1	K01706	down
AQZ89192.1	K00034	down
AQZ89436.1	K03892	down
AQZ89436.1	K22043	down
AQZ89602.1	K02025	down
AQZ89614.1	K17318	down
AQZ89615.1	K17319	down
AQZ89616.1	K17320	down
AQZ89661.1	K11638	down
AQZ89686.1	K05520	down
AQZ90211.1	K01487	down
AQZ90242.1	K03799	down
AQZ90323.1	K03753	down
AQZ90582.1	K02029	down
AQZ90582.1	K02030	down
AQZ90582.1	K09769	down
AQZ90900.1	K01520	down
AQZ90965.1	K07741	down
AQZ91006.1	K03530	down
AQZ91368.1	K00537	down
AQZ91368.1	K16509	down
AQZ91390.1	K02040	down
AQZ91434.1	K04043	down
AQZ91768.1	K17234	down
AQZ92146.1	K07033	down
AQZ92146.1	K09014	down
AQZ92148.1	K11717	down
lcl|CP020102.1_cds_3468	K14274	down
AQZ92303.1	K19429	down
AQZ92304.1	K13012	down
AQZ92304.1	K19428	down
AQZ92305.1	K19418	down
AQZ92306.1	K19427	down
AQZ92307.1	K19426	down
AQZ92310.1	K19424	down
AQZ92363.1	K01496	down
AQZ92363.1	K11755	down
AQZ92367.1	K01693	down
AQZ92378.1	K02564	down
AQZ92456.1	K06289	down
AQZ92456.1	K06292	down
AQZ92781.1	K03781	down
AQZ92880.1	K19426	down
AQZ92930.1	K02939	down
AQZ92969.1	K01759	down
AQZ93192.1	K16785	down
