#	up	fill
AQZ89032.1	K02886	up
AQZ89037.1	K02904	up
AQZ89042.1	K02954	up
AQZ92990.1	K02988	up
AQZ89047.1	K02876	up
AQZ89094.1	K13530	up
AQZ89270.1	K01612	up
AQZ89270.1	K03182	up
AQZ89270.1	K16874	up
AQZ89374.1	K04749	up
AQZ89375.1	K04757	up
AQZ89798.1	K03446	up
AQZ90407.1	K08724	up
AQZ90407.1	K12552	up
AQZ90407.1	K12556	up
AQZ90458.1	K01598	up
AQZ90458.1	K13038	up
AQZ90461.1	K00604	up
AQZ90474.1	K01752	up
AQZ90475.1	K03655	up
AQZ90653.1	K00560	up
AQZ91145.1	K01579	up
AQZ91239.1	K06406	up
AQZ91376.1	K00845	up
AQZ91435.1	K03687	up
AQZ91479.1	K01447	up
AQZ91593.1	K13979	up
AQZ91748.1	K01897	up
AQZ91777.1	K02887	up
AQZ91778.1	K02916	up
AQZ91779.1	K02520	up
AQZ91803.1	K00031	up
AQZ91829.1	K16956	up
AQZ91829.1	K16957	up
AQZ91829.1	K16961	up
AQZ91888.1	K01439	up
AQZ92684.1	K02598	up
AQZ92764.1	K06910	up
#	down	fill
AQZ89178.1	K18939	down
AQZ89309.1	K03100	down
AQZ89311.1	K02372	down
AQZ89327.1	K03817	down
AQZ89363.1	K09167	down
AQZ89364.1	K08981	down
AQZ89523.1	K06872	down
AQZ89622.1	K06890	down
AQZ89666.1	K01512	down
AQZ89855.1	K06199	down
AQZ89884.1	K01992	down
AQZ89917.1	K03309	down
AQZ89917.1	K11102	down
AQZ89917.1	K11103	down
AQZ93031.1	K01867	down
AQZ90250.1	K13566	down
AQZ90252.1	K08965	down
AQZ90345.1	K01486	down
AQZ90445.1	K00390	down
AQZ90446.1	K16331	down
AQZ90449.1	K02303	down
AQZ90451.1	K02304	down
AQZ90599.1	K00646	down
AQZ90599.1	K09458	down
AQZ90600.1	K01641	down
AQZ90600.1	K15311	down
AQZ90735.1	K09681	down
AQZ90745.1	K00058	down
AQZ90766.1	K07727	down
AQZ90777.1	K01181	down
AQZ91094.1	K00432	down
AQZ91164.1	K01695	down
AQZ91267.1	K06977	down
AQZ91412.1	K09768	down
AQZ91651.1	K07560	down
AQZ91723.1	K01652	down
AQZ91723.1	K16787	down
AQZ91785.1	K01560	down
AQZ91785.1	K07025	down
AQZ91785.1	K08723	down
AQZ91868.1	K03856	down
AQZ91868.1	K13853	down
AQZ91893.1	K06183	down
AQZ91930.1	K07979	down
AQZ91991.1	K22109	down
AQZ92105.1	K00872	down
AQZ92106.1	K00003	down
AQZ92209.1	K02003	down
AQZ92256.1	K22301	down
AQZ92646.1	K08969	down
AQZ92646.1	K19549	down
AQZ92818.1	K01619	down
AQZ92821.1	K04023	down
AQZ92862.1	K00128	down
AQZ92868.1	K01953	down
AQZ92878.1	K06518	down
AQZ92893.1	K16916	down
