target_id	length	eff_length	est_counts	tpm
gene-B4U62_00005	1341	1055.87	440	4.48906
gene-B4U62_00010	1137	851.874	619	7.82762
gene-B4U62_00015	216	39.4897	82	22.3689
gene-B4U62_00020	1113	827.874	3964	51.5803
gene-B4U62_00025	246	45.4905	84	19.8918
gene-B4U62_00030	1917	1631.87	2223	14.6746
gene-B4U62_00035	2466	2180.87	2496	12.329
rna-B4U62_00040	1556	1270.87	1931.48	16.372
rna-B4U62_00045	77	27.2083	0	0
rna-B4U62_00050	76	27.3478	36.1831	14.2527
rna-B4U62_00055	2933	2647.87	4628.44	18.8301
rna-B4U62_00060	116	23.4855	1.11111	0.50965
gene-B4U62_00065	948	662.874	46	0.747552
gene-B4U62_00070	1467	1181.87	2318	21.1279
gene-B4U62_00075	1332	1046.87	2499	25.715
gene-B4U62_00080	885	599.874	913	16.3955
gene-B4U62_00085	591	305.874	855	30.1119
gene-B4U62_00090	1278	992.874	361	3.91676
rna-B4U62_00095	93	25.7021	343.148	143.823
gene-B4U62_00100	654	368.874	360	10.5133
gene-B4U62_00105	624	338.874	288	9.15521
gene-B4U62_00110	1284	998.874	199	2.14613
gene-B4U62_00115	546	260.943	297	12.261
gene-B4U62_00120	486	201.204	213	11.404
rna-B4U62_00125	265	50.0832	20628	4436.9
gene-B4U62_00130	1692	1406.87	757	5.79636
gene-B4U62_00135	324	64.6425	255	42.4949
gene-B4U62_00140	597	311.874	133	4.59395
gene-B4U62_00145	225	41.3251	21	5.4742
gene-B4U62_00150	264	49.734	16	3.46562
rna-B4U62_00155	1554	1268.87	140.384	1.19183
rna-B4U62_00160	77	27.2083	0	0
rna-B4U62_00165	76	27.3478	36.1831	14.2527
rna-B4U62_00170	2933	2647.87	1023.38	4.16344
rna-B4U62_00175	116	23.4855	1.11111	0.50965
gene-B4U62_00180	195	35.7908	7	2.10689
gene-B4U62_00185	615	329.874	582	19.0059
gene-B4U62_00190	1161	875.874	1444	17.7599
gene-B4U62_00195	1443	1157.87	1971	18.3375
gene-B4U62_00200	639	353.874	425	12.9376
gene-B4U62_00205	330	67.1146	479	76.8835
gene-B4U62_00210	441	157.009	411	28.199
gene-B4U62_00215	990	704.874	2023	30.9171
gene-B4U62_00220	828	542.874	1260	25.0026
gene-B4U62_00225	360	83.6663	454	58.4548
gene-B4U62_00230	744	458.874	66	1.5494
gene-B4U62_00235	300	57.7385	9	1.67916
gene-B4U62_00240	879	593.874	87	1.57812
gene-B4U62_00245	291	55.836	28421	5483.27
gene-B4U62_00250	1995	1709.87	1159	7.30187
gene-B4U62_00255	768	482.874	80	1.78472
gene-B4U62_00260	1314	1028.87	6710	70.2546
gene-B4U62_00265	561	275.902	48	1.87413
gene-B4U62_00270	879	593.874	231	4.19017
gene-B4U62_00275	873	587.874	14	0.256542
gene-B4U62_00280	261	48.8641	5939	1309.3
gene-B4U62_00285	186	32.8675	59	19.3375
gene-B4U62_00290	870	584.874	90	1.65766
gene-B4U62_00295	858	572.874	956	17.9768
gene-B4U62_00300	378	98.5545	540	59.0245
gene-B4U62_00305	294	56.4472	33003	6298.33
gene-B4U62_00310	1371	1085.87	799	7.92651
gene-B4U62_00315	954	668.874	177	2.85065
gene-B4U62_00320	615	329.874	20016	653.647
gene-B4U62_00325	567	281.874	745	28.4718
gene-B4U62_00330	231	42.337	241	61.3214
gene-B4U62_00335	3534	3248.87	1215	4.02864
gene-B4U62_00340	537	251.943	341	14.5803
gene-B4U62_00345	1599	1313.87	84	0.688716
gene-B4U62_00350	1470	1184.87	384	3.49119
gene-B4U62_00355	261	48.8641	29	6.39327
gene-B4U62_00360	303	58.5742	54	9.93121
gene-B4U62_00365	636	350.874	906	27.8158
gene-B4U62_00370	378	98.5545	1664	181.883
gene-B4U62_00375	387	106.368	7327	742.042
rna-B4U62_00380	77	27.2083	7	2.77147
rna-B4U62_00385	72	25.619	6.36283	2.67548
gene-B4U62_00390	2484	2198.87	163	0.798549
gene-B4U62_00395	738	452.874	61	1.451
gene-B4U62_00400	1017	731.874	26	0.382694
gene-B4U62_00405	1419	1133.87	3944	37.4702
gene-B4U62_00410	543	257.943	547	22.8443
gene-B4U62_00415	1914	1628.87	8328	55.0767
gene-B4U62_00420	777	491.874	279	6.11033
gene-B4U62_00425	876	590.874	258	4.7037
gene-B4U62_00430	894	608.874	100	1.76924
gene-B4U62_00435	927	641.874	1366	22.9253
gene-B4U62_00440	1413	1127.87	497	4.7469
gene-B4U62_00445	585	299.874	1191	42.7846
gene-B4U62_00450	882	596.874	670	12.0922
gene-B4U62_00455	858	572.874	232	4.36258
gene-B4U62_00460	363	86.0057	11	1.37778
gene-B4U62_00465	504	219.037	76	3.73775
gene-B4U62_00470	210	38.8	17	4.71989
gene-B4U62_00475	1002	716.874	1291	19.3998
gene-B4U62_00480	1500	1214.87	1263	11.1992
rna-B4U62_00485	1555	1269.87	725.585	6.1552
rna-B4U62_00490	2933	2647.87	1105.54	4.49772
rna-B4U62_00495	116	23.4855	1.11111	0.50965
rna-B4U62_00500	76	27.3478	4.53488	1.78631
rna-B4U62_00505	76	27.3478	37	14.5745
rna-B4U62_00510	76	27.3478	116.25	45.7915
rna-B4U62_00515	83	26.3871	33.1702	13.5416
rna-B4U62_00520	75	26.3478	43.25	17.683
rna-B4U62_00525	86	26.2571	0	0
rna-B4U62_00530	77	27.2083	42.75	16.9258
rna-B4U62_00535	77	27.2083	13.6667	5.41097
rna-B4U62_00540	76	27.3478	36.1831	14.2527
rna-B4U62_00545	1555	1269.87	342.573	2.90608
rna-B4U62_00550	2933	2647.87	2506.81	10.1986
rna-B4U62_00555	116	23.4855	1.11111	0.50965
gene-B4U62_00560	465	180.486	931	55.5676
gene-B4U62_00565	558	272.902	800	31.5789
gene-B4U62_00570	1092	806.874	985	13.1506
gene-B4U62_00575	2433	2147.87	3650	18.3062
gene-B4U62_00580	1377	1091.87	5092	50.2378
gene-B4U62_00585	1083	797.874	524	7.07475
gene-B4U62_00590	1101	815.874	1317	17.3891
gene-B4U62_00595	699	413.874	312	8.12083
gene-B4U62_00600	477	192.233	22	1.23284
gene-B4U62_00605	1452	1166.87	4124	38.0723
gene-B4U62_00610	186	32.8675	234	76.6944
gene-B4U62_00615	653	367.874	20	0.585659
gene-B4U62_00620	1401	1115.87	240	2.31692
gene-B4U62_00625	432	148.261	30	2.17976
gene-B4U62_00630	750	464.874	47	1.08912
gene-B4U62_00635	513	228.037	6	0.283439
gene-B4U62_00640	657	371.874	754	21.8419
gene-B4U62_00645	150	26.3776	325	132.728
gene-B4U62_00650	180	32.1423	673	225.555
gene-B4U62_00655	534	248.943	202	8.74111
gene-B4U62_00660	426	142.567	34545	2610.24
gene-B4U62_00665	699	413.874	20684	538.37
gene-B4U62_00670	501	216.07	5220	260.25
gene-B4U62_00675	372	93.5071	4584	528.098
gene-B4U62_00680	606	320.874	236	7.92304
