 ,Label,Area
1,kb_NA_NA_cypxps_co-02_1.czi,14995974.841
2,kb_NA_NA_cypxps_co-03_1.czi,13404169.513
3,kb_NA_NA_cypxps_co-04_1.czi,13454254.553
4,kb_NA_NA_cypxps_co_1.czi,12851521.757
5,kb_NA_NA_cypxps_ps-02_1.czi,19639757.064
6,kb_NA_NA_cypxps_ps-03_1.czi,16991028.957
7,kb_NA_NA_cypxps_ps-04_1.czi,19487789.634
8,kb_NA_NA_cypxps_ps_1.czi,18754493.270
9,kb_NA_NA_feuaps_co-02_1.czi,16786408.022
10,kb_NA_NA_feuaps_co-03_1.czi,22827648.493
11,kb_NA_NA_feuaps_co-04_1.czi,17388070.625
12,kb_NA_NA_feuaps_co_1.czi,18591609.869
13,kb_NA_NA_feuaps_ps-02_1.czi,18168027.411
14,kb_NA_NA_feuaps_ps-03_1.czi,22478551.480
15,kb_NA_NA_feuaps_ps-04_1.czi,16352979.786
16,kb_NA_NA_feuaps_ps_1.czi,19874771.486
17,kb_NA_NA_glpkps_co-02_1.czi,16984821.837
18,kb_NA_NA_glpkps_co-03_1.czi,17241026.083
19,kb_NA_NA_glpkps_co-04_1.czi,15624820.350
20,kb_NA_NA_glpkps_co_1.czi,15921263.860
21,kb_NA_NA_glpkps_ps-02_1.czi,19894891.117
22,kb_NA_NA_glpkps_ps-03_1.czi,20633538.446
23,kb_NA_NA_glpkps_ps-04_1.czi,17552880.374
24,kb_NA_NA_glpkps_ps_1.czi,18720675.166
25,kb_NA_NA_gltbps_co-02_1.czi,14180059.564
26,kb_NA_NA_gltbps_co-03_1.czi,13697188.404
27,kb_NA_NA_gltbps_co-04_1.czi,11928373.125
28,kb_NA_NA_gltbps_co_1.czi,14547135.823
29,kb_NA_NA_gltbps_ps-02_1.czi,22759584.207
30,kb_NA_NA_gltbps_ps-03_1.czi,23019213.071
31,kb_NA_NA_gltbps_ps-04_1.czi,22596058.690
32,kb_NA_NA_gltbps_ps_1.czi,23768348.294
33,kb_NA_NA_kinaps_co-02_1.czi,12946340.873
34,kb_NA_NA_kinaps_co-03_1.czi,12671729.304
35,kb_NA_NA_kinaps_co-04_1.czi,12741719.938
36,kb_NA_NA_kinaps_co_1.czi,13376130.452
37,kb_NA_NA_kinaps_ps-02_1.czi,19080046.034
38,kb_NA_NA_kinaps_ps-03_1.czi,18652824.919
39,kb_NA_NA_kinaps_ps-04_1.czi,18545377.524
40,kb_NA_NA_kinaps_ps_1.czi,18477313.238
41,kb_NA_NA_kinbps_co-02_1.czi,11455133.703
42,kb_NA_NA_kinbps_co-03_1.czi,10717770.606
