 ,Label,Area
1,kb_NA_NA_abrbps_co-01_1.czi,10577575.300
2,kb_NA_NA_abrbps_co-02_1.czi,9783920.042
3,kb_NA_NA_abrbps_co-03_1.czi,11674737.343
4,kb_NA_NA_abrbps_co-04_1.czi,8003546.676
5,kb_NA_NA_abrbps_ps-01_1.czi,15985047.373
6,kb_NA_NA_abrbps_ps-02_1.czi,18622645.471
7,kb_NA_NA_abrbps_ps-03_1.czi,15405644.788
8,kb_NA_NA_abrbps_ps-04_1.czi,20123270.341
9,kb_NA_NA_epsps_co-01_1.czi,10127238.012
10,kb_NA_NA_epsps_co-02_1.czi,10931809.241
11,kb_NA_NA_epsps_co-03_1.czi,8142457.750
12,kb_NA_NA_epsps_co-04_1.czi,9365688.549
13,kb_NA_NA_epsps_ps-01_1.czi,12765906.303
14,kb_NA_NA_epsps_ps-02_1.czi,15046059.881
15,kb_NA_NA_epsps_ps-03_1.czi,17047321.118
16,kb_NA_NA_epsps_ps-04_1.czi,17965974.939
17,kb_NA_NA_pkslps_co-01_1.czi,13580109.271
18,kb_NA_NA_pkslps_co-02_1.czi,13536873.466
19,kb_NA_NA_pkslps_co-03_1.czi,11873579.234
20,kb_NA_NA_pkslps_co-04_1.czi,10110328.960
21,kb_NA_NA_pkslps_ps-01_1.czi,19525460.433
22,kb_NA_NA_pkslps_ps-02_1.czi,20346084.560
23,kb_NA_NA_pkslps_ps-03_1.czi,20697964.076
24,kb_NA_NA_pkslps_ps-04_1.czi,19901954.392
25,kb_NA_NA_sfpps_co-01_1.czi,16784695.713
26,kb_NA_NA_sfpps_co-02_1.czi,17892131.610
27,kb_NA_NA_sfpps_co-03_1.czi,15183258.646
28,kb_NA_NA_sfpps_co-04_1.czi,16806313.615
29,kb_NA_NA_sfpps_ps-01_1.czi,15673407.120
30,kb_NA_NA_sfpps_ps-02_1.czi,15427904.806
31,kb_NA_NA_sfpps_ps-03_1.czi,17325143.266
32,kb_NA_NA_sfpps_ps-04_1.czi,17100188.661
33,kb_NA_NA_sigfps_co-01_1.czi,50670436.241
34,kb_NA_NA_sigfps_co-02_1.czi,48753078.150
35,kb_NA_NA_sigfps_co-03_1.czi,49239373.928
36,kb_NA_NA_sigfps_co-04_1.czi,52705943.660
37,kb_NA_NA_sigfps_ps-01_1.czi,14929836.903
38,kb_NA_NA_sigfps_ps-02_1.czi,15047344.113
39,kb_NA_NA_sigfps_ps-03_1.czi,16252381.628
40,kb_NA_NA_sigfps_ps-04_1.czi,17010292.434
41,kb_NA_NA_srfaps_co-01_1.czi,11600894.013
42,kb_NA_NA_srfaps_co-02_1.czi,12113516.544
43,kb_NA_NA_srfaps_co-03_1.czi,9387520.490
44,kb_NA_NA_srfaps_co-04_1.czi,13591453.318
45,kb_NA_NA_srfaps_ps-01_1.czi,18281681.926
46,kb_NA_NA_srfaps_ps-02_1.czi,15158858.242
47,kb_NA_NA_srfaps_ps-03_1.czi,17497872.445
48,kb_NA_NA_srfaps_ps-04_1.czi,19642753.605
49,kb_NA_NA_tasaps_co-01_1.czi,10980610.049
50,kb_NA_NA_tasaps_co-02_1.czi,8750755.551
51,kb_NA_NA_tasaps_co-03_1.czi,10059387.765
52,kb_NA_NA_tasaps_co-04_1.czi,10355617.235
53,kb_NA_NA_tasaps_ps-01_1.czi,13023180.743
54,kb_NA_NA_tasaps_ps-02_1.czi,17208920.287
55,kb_NA_NA_tasaps_ps-03_1.czi,15798405.683
56,kb_NA_NA_tasaps_ps-04_1.czi,19004062.319
