target_id	length	eff_length	est_counts	tpm
gene-B4U62_00005	1341	1083.61	0	0
gene-B4U62_00010	1137	879.614	0	0
gene-B4U62_00015	216	56.6995	0	0
gene-B4U62_00020	1113	855.614	0	0
gene-B4U62_00025	246	63.9378	0	0
gene-B4U62_00030	1917	1659.61	0	0
gene-B4U62_00035	2466	2208.61	0	0
rna-B4U62_00040	1556	1298.61	48.7907	0.734166
rna-B4U62_00045	77	11.587	0	0
rna-B4U62_00050	76	10.7033	0	0
rna-B4U62_00055	2933	2675.61	0.00974946	7.12025e-05
rna-B4U62_00060	116	19.2423	0	0
gene-B4U62_00065	948	690.614	0	0
gene-B4U62_00070	1467	1209.61	0	0
gene-B4U62_00075	1332	1074.61	0	0
gene-B4U62_00080	885	627.614	0	0
gene-B4U62_00085	591	333.693	0	0
gene-B4U62_00090	1278	1020.61	0	0
rna-B4U62_00095	93	14.1538	0	0
gene-B4U62_00100	654	396.676	0	0
gene-B4U62_00105	624	366.676	0	0
gene-B4U62_00110	1284	1026.61	0	0
gene-B4U62_00115	546	288.708	0	0
gene-B4U62_00120	486	228.846	0	0
rna-B4U62_00125	265	70.0307	0	0
gene-B4U62_00130	1692	1434.61	0	0
gene-B4U62_00135	324	88.0417	0	0
gene-B4U62_00140	597	339.676	0	0
gene-B4U62_00145	225	59.4631	0	0
gene-B4U62_00150	264	69.6956	0	0
rna-B4U62_00155	1554	1296.61	125.312	1.88852
rna-B4U62_00160	77	11.587	0	0
rna-B4U62_00165	76	10.7033	0	0
rna-B4U62_00170	2933	2675.61	4.47423	0.0326763
rna-B4U62_00175	116	19.2423	0	0
gene-B4U62_00180	195	48.6325	0	0
gene-B4U62_00185	615	357.676	0	0
gene-B4U62_00190	1161	903.614	0	0
gene-B4U62_00195	1443	1185.61	0	0
gene-B4U62_00200	639	381.676	0	0
gene-B4U62_00205	330	90.5915	0	0
gene-B4U62_00210	441	184.225	0	0
gene-B4U62_00215	990	732.614	0	0
gene-B4U62_00220	828	570.614	0	0
gene-B4U62_00225	360	107.92	0	0
gene-B4U62_00230	744	486.614	0	0
gene-B4U62_00235	300	79.6608	0	0
gene-B4U62_00240	879	621.614	0	0
gene-B4U62_00245	291	77.2076	0	0
gene-B4U62_00250	1995	1737.61	0	0
gene-B4U62_00255	768	510.614	0	0
gene-B4U62_00260	1314	1056.61	0	0
gene-B4U62_00265	561	303.693	0	0
gene-B4U62_00270	879	621.614	0	0
gene-B4U62_00275	873	615.614	0	0
gene-B4U62_00280	261	68.4513	0	0
gene-B4U62_00285	186	45.369	0	0
gene-B4U62_00290	870	612.614	0	0
gene-B4U62_00295	858	600.614	0	0
gene-B4U62_00300	378	124.066	0	0
gene-B4U62_00305	294	78.1163	0	0
gene-B4U62_00310	1371	1113.61	0	0
gene-B4U62_00315	954	696.614	0	0
gene-B4U62_00320	615	357.676	0	0
gene-B4U62_00325	567	309.693	0	0
gene-B4U62_00330	231	60.7068	0	0
gene-B4U62_00335	3534	3276.61	0	0
gene-B4U62_00340	537	279.722	0	0
gene-B4U62_00345	1599	1341.61	0	0
gene-B4U62_00350	1470	1212.61	0	0
gene-B4U62_00355	261	68.4513	0	0
gene-B4U62_00360	303	80.5376	0	0
gene-B4U62_00365	636	378.676	0	0
gene-B4U62_00370	378	124.066	0	0
gene-B4U62_00375	387	132.435	0	0
rna-B4U62_00380	77	11.587	0	0
rna-B4U62_00385	72	9.3913	0	0
gene-B4U62_00390	2484	2226.61	0	0
gene-B4U62_00395	738	480.614	0	0
gene-B4U62_00400	1017	759.614	0	0
gene-B4U62_00405	1419	1161.61	0	0
gene-B4U62_00410	543	285.708	0	0
gene-B4U62_00415	1914	1656.61	0	0
gene-B4U62_00420	777	519.614	0	0
gene-B4U62_00425	876	618.614	0	0
gene-B4U62_00430	894	636.614	0	0
gene-B4U62_00435	927	669.614	0	0
gene-B4U62_00440	1413	1155.61	0	0
gene-B4U62_00445	585	327.693	0	0
gene-B4U62_00450	882	624.614	0	0
gene-B4U62_00455	858	600.614	0	0
gene-B4U62_00460	363	110.525	0	0
gene-B4U62_00465	504	246.775	0	0
gene-B4U62_00470	210	54.6134	0	0
gene-B4U62_00475	1002	744.614	0	0
gene-B4U62_00480	1500	1242.61	0	0
rna-B4U62_00485	1555	1297.61	0	0
rna-B4U62_00490	2933	2675.61	4.47423	0.0326763
rna-B4U62_00495	116	19.2423	0	0
rna-B4U62_00500	76	10.7033	0	0
rna-B4U62_00505	76	10.7033	0	0
rna-B4U62_00510	76	10.7033	0	0
rna-B4U62_00515	83	13.2556	0	0
rna-B4U62_00520	75	10.6386	0	0
rna-B4U62_00525	86	14.0573	0	0
rna-B4U62_00530	77	11.587	0	0
rna-B4U62_00535	77	11.587	0	0
rna-B4U62_00540	76	10.7033	0	0
rna-B4U62_00545	1555	1297.61	8.79687	0.132471
rna-B4U62_00550	2933	2675.61	0.000475279	3.47107e-06
rna-B4U62_00555	116	19.2423	0	0
gene-B4U62_00560	465	207.943	0	0
gene-B4U62_00565	558	300.708	0	0
gene-B4U62_00570	1092	834.614	0	0
gene-B4U62_00575	2433	2175.61	0	0
gene-B4U62_00580	1377	1119.61	0	0
gene-B4U62_00585	1083	825.614	0	0
gene-B4U62_00590	1101	843.614	0	0
gene-B4U62_00595	699	441.614	0	0
gene-B4U62_00600	477	219.879	0	0
gene-B4U62_00605	1452	1194.61	0	0
gene-B4U62_00610	186	45.369	0	0
gene-B4U62_00615	653	395.676	0	0
gene-B4U62_00620	1401	1143.61	0	0
gene-B4U62_00625	432	175.415	0	0
gene-B4U62_00630	750	492.614	0	0
