#"+ESI TIC MS(all) Frag=120.0V SALJA0988.d "
#Point,X(Minutes),Y(Counts)
0,0.037,122462.2421875
1,0.041,5009.23046875
2,0.042,3030.51416015625
3,0.044,836.901123046875
4,0.046,5153.8291015625
5,0.047,5231.19482421875
6,0.049,3423.9462890625
7,0.051,1635.68127441406
8,0.052,1430.20788574219
9,0.054,737.45654296875
10,0.057,118155.8046875
11,0.060,4201.1484375
12,0.061,2965.5546875
13,0.063,1113.64978027344
14,0.065,5319.89892578125
15,0.066,5279.51220703125
16,0.068,3714.0869140625
17,0.070,1679.67529296875
18,0.071,2062.41967773438
19,0.073,1358.29064941406
20,0.076,124912.59375
21,0.079,706.571350097656
22,0.081,670.278869628906
23,0.082,76.2571868896484
24,0.085,113931.7421875
25,0.088,4321.626953125
26,0.090,3374.01684570313
27,0.092,1254.91271972656
28,0.093,1484.54223632813
29,0.095,1782.0693359375
30,0.096,1637.46862792969
31,0.098,5407.0009765625
32,0.100,4444.58056640625
33,0.101,4292.18994140625
34,0.104,116144.015625
35,0.107,700.998779296875
36,0.109,418.009307861328
37,0.111,418.009307861328
38,0.113,121042.09375
39,0.115,115156.2421875
40,0.117,116931.421875
41,0.120,4537.2421875
42,0.122,3711.38500976563
43,0.123,1052.34643554688
44,0.125,6010.78515625
45,0.127,4434.30810546875
46,0.128,4577.04931640625
47,0.130,1911.48876953125
48,0.132,1870.4228515625
49,0.133,1484.91125488281
50,0.136,120418.328125
51,0.138,122375.4765625
52,0.141,1164.78625488281
53,0.143,231.247543334961
54,0.144,231.247543334961
55,0.147,116085.8359375
56,0.149,115749.84375
57,0.150,117729.2890625
58,0.152,116045.3125
59,0.154,115703.078125
60,0.155,114965.9375
61,0.159,4435.81884765625
62,0.160,3586.96630859375
63,0.162,1072.72863769531
64,0.163,5453.25390625
65,0.165,5013.39794921875
66,0.167,4406.6708984375
67,0.168,1528.89819335938
68,0.170,1801.77380371094
69,0.172,1564.74438476563
70,0.174,112306.578125
71,0.176,111977.3203125
72,0.178,118279.3671875
73,0.181,445.26220703125
74,0.183,510.666076660156
75,0.184,15.5
76,0.187,121328.9765625
77,0.189,116503.0625
78,0.190,118691.6796875
79,0.192,116344.234375
80,0.194,112599.6796875
81,0.197,4616.87841796875
82,0.199,3083.04321289063
83,0.200,561.428283691406
84,0.202,2063.1533203125
85,0.204,1557.50646972656
86,0.205,1532.54296875
87,0.207,4592.232421875
88,0.209,5057.509765625
89,0.210,3358.4794921875
90,0.213,113957.5
91,0.215,119477.984375
92,0.216,113250.6484375
93,0.218,119013.046875
94,0.220,114954.53125
