target_id	length	eff_length	est_counts	tpm
gene-B4U62_00005	1341	1069.1	778	10.4021
gene-B4U62_00010	1137	865.099	438	7.23717
gene-B4U62_00015	216	42.6233	32	10.7316
gene-B4U62_00020	1113	841.099	3809	64.7328
gene-B4U62_00025	246	48.8695	123	35.9773
gene-B4U62_00030	1917	1645.1	2811	24.4247
gene-B4U62_00035	2466	2194.1	2910	18.9582
rna-B4U62_00040	1556	1284.1	5505.43	61.2849
rna-B4U62_00045	77	23.65	1.05263	0.636218
rna-B4U62_00050	76	22.65	13.5	8.51973
rna-B4U62_00055	2933	2661.1	13209.8	70.9568
rna-B4U62_00060	116	19.8785	0.555556	0.39949
gene-B4U62_00065	948	676.099	220	4.65128
gene-B4U62_00070	1467	1195.1	1655	19.795
gene-B4U62_00075	1332	1060.1	1341	18.0818
gene-B4U62_00080	885	613.099	972	22.6619
gene-B4U62_00085	591	319.171	479	21.4523
gene-B4U62_00090	1278	1006.1	374	5.31363
rna-B4U62_00095	93	20	55.1	39.3806
gene-B4U62_00100	654	382.113	210	7.85575
gene-B4U62_00105	624	352.148	128	5.19571
gene-B4U62_00110	1284	1012.1	4011	56.6487
gene-B4U62_00115	546	274.208	466	24.2922
gene-B4U62_00120	486	214.438	191	12.7319
rna-B4U62_00125	265	54.2641	9950	2621.02
gene-B4U62_00130	1692	1420.1	671	6.75405
gene-B4U62_00135	324	74.5158	337	64.646
gene-B4U62_00140	597	325.171	221	9.71497
gene-B4U62_00145	225	44.4469	170	54.6724
gene-B4U62_00150	264	54.0226	489	129.388
rna-B4U62_00155	1554	1282.1	566.591	6.31696
rna-B4U62_00160	77	23.65	1.05263	0.636218
rna-B4U62_00165	76	22.65	13.5	8.51973
rna-B4U62_00170	2933	2661.1	3636.17	19.5318
rna-B4U62_00175	116	19.8785	0.555556	0.39949
gene-B4U62_00180	195	37.7111	126	47.7597
gene-B4U62_00185	615	343.148	585	24.3688
gene-B4U62_00190	1161	889.099	1157	18.6013
gene-B4U62_00195	1443	1171.1	1336	16.307
gene-B4U62_00200	639	367.113	390	15.1854
gene-B4U62_00205	330	77.2768	363	67.1456
gene-B4U62_00210	441	170.183	395	33.1773
gene-B4U62_00215	990	718.099	960	19.1094
gene-B4U62_00220	828	556.099	744	19.1241
gene-B4U62_00225	360	97.406	171	25.0941
gene-B4U62_00230	744	472.099	46	1.39279
gene-B4U62_00235	300	64.237	5	1.11262
gene-B4U62_00240	879	607.099	105	2.47224
gene-B4U62_00245	291	61.0329	4892	1145.73
gene-B4U62_00250	1995	1723.1	912	7.56563
gene-B4U62_00255	768	496.099	33	0.950836
gene-B4U62_00260	1314	1042.1	7873	107.992
gene-B4U62_00265	561	289.171	85	4.2017
gene-B4U62_00270	879	607.099	260	6.12173
gene-B4U62_00275	873	601.099	3268	77.7135
gene-B4U62_00280	261	52.8938	13071	3532.36
gene-B4U62_00285	186	35.5791	1655	664.911
gene-B4U62_00290	870	598.099	150	3.58491
gene-B4U62_00295	858	586.099	1269	30.9493
gene-B4U62_00300	378	111.866	1294	165.347
gene-B4U62_00305	294	62.033	97200	22397.7
gene-B4U62_00310	1371	1099.1	1281	16.6599
gene-B4U62_00315	954	682.099	418	8.7597
gene-B4U62_00320	615	343.148	36263	1510.57
gene-B4U62_00325	567	295.171	1578	76.4178
gene-B4U62_00330	231	45.7934	1273	397.362
gene-B4U62_00335	3534	3262.1	2263	9.91626
gene-B4U62_00340	537	265.208	2764	148.975
gene-B4U62_00345	1599	1327.1	22	0.236963
gene-B4U62_00350	1470	1198.1	163	1.94471
gene-B4U62_00355	261	52.8938	12	3.24292
gene-B4U62_00360	303	65.4997	414	90.3486
gene-B4U62_00365	636	364.113	576	22.6124
gene-B4U62_00370	378	111.866	1503	192.054
gene-B4U62_00375	387	119.604	5263	628.998
rna-B4U62_00380	77	23.65	7	4.23085
