target_id	length	eff_length	est_counts	tpm
gene-B4U62_00005	1341	1029.98	475	8.35115
gene-B4U62_00010	1137	825.977	490	10.7426
gene-B4U62_00015	216	41.2792	40	17.5473
gene-B4U62_00020	1113	801.977	6387	144.217
gene-B4U62_00025	246	41.6841	110	47.7863
gene-B4U62_00030	1917	1605.98	4348	49.0265
gene-B4U62_00035	2466	2154.98	4690	39.4104
rna-B4U62_00040	1556	1244.98	4481.37	65.1822
rna-B4U62_00045	77	31.5897	0	0
rna-B4U62_00050	76	30.5897	12	7.10372
rna-B4U62_00055	2933	2621.98	10641.8	73.4966
rna-B4U62_00060	116	33.3438	0	0
gene-B4U62_00065	948	636.977	134	3.80944
gene-B4U62_00070	1467	1155.98	3751	58.7595
gene-B4U62_00075	1332	1020.98	2611	46.3096
gene-B4U62_00080	885	573.977	1421	44.8311
gene-B4U62_00085	591	280.002	883	57.1058
gene-B4U62_00090	1278	966.977	416	7.79036
rna-B4U62_00095	93	33.5082	24.4286	13.2016
gene-B4U62_00100	654	343.002	361	19.0586
gene-B4U62_00105	624	313.002	263	15.2156
gene-B4U62_00110	1284	972.977	693	12.8977
gene-B4U62_00115	546	235.11	390	30.0382
gene-B4U62_00120	486	175.867	290	29.8603
rna-B4U62_00125	265	42.7324	6163	2611.65
gene-B4U62_00130	1692	1380.98	725	9.50674
gene-B4U62_00135	324	49.9902	253	91.6464
gene-B4U62_00140	597	286.002	127	8.04109
gene-B4U62_00145	225	40.6554	20	8.90824
gene-B4U62_00150	264	42.7874	63	26.6628
rna-B4U62_00155	1554	1242.98	539.28	7.85655
rna-B4U62_00160	77	31.5897	0	0
rna-B4U62_00165	76	30.5897	12	7.10372
rna-B4U62_00170	2933	2621.98	3225.19	22.2744
rna-B4U62_00175	116	33.3438	0	0
gene-B4U62_00180	195	39.9615	10	4.53146
gene-B4U62_00185	615	304.002	692	41.2202
gene-B4U62_00190	1161	849.977	1133	24.1381
gene-B4U62_00195	1443	1131.98	2054	32.8581
gene-B4U62_00200	639	328.002	499	27.5489
gene-B4U62_00205	330	51.8821	346	120.764
gene-B4U62_00210	441	132.948	465	63.336
gene-B4U62_00215	990	678.977	1414	37.7116
gene-B4U62_00220	828	516.977	1339	46.9018
gene-B4U62_00225	360	68.1084	358	95.1837
gene-B4U62_00230	744	432.977	81	3.38766
gene-B4U62_00235	300	45.2206	2	0.800891
gene-B4U62_00240	879	567.977	132	4.20846
gene-B4U62_00245	291	43.8034	9726	4020.74
gene-B4U62_00250	1995	1683.98	1327	14.2697
gene-B4U62_00255	768	456.977	58	2.29834
gene-B4U62_00260	1314	1002.98	8331	150.413
gene-B4U62_00265	561	250.037	165	11.9498
gene-B4U62_00270	879	567.977	544	17.344
gene-B4U62_00275	873	561.977	356	11.4713
gene-B4U62_00280	261	42.5134	6937	2954.79
gene-B4U62_00285	186	38.1403	177	84.0369
gene-B4U62_00290	870	558.977	152	4.92413
gene-B4U62_00295	858	546.977	1156	38.2709
gene-B4U62_00300	378	80.4014	967	217.793
gene-B4U62_00305	294	43.9111	71348	29423
gene-B4U62_00310	1371	1059.98	1502	25.6598
gene-B4U62_00315	954	642.977	472	13.2931
gene-B4U62_00320	615	304.002	29230	1741.14
gene-B4U62_00325	567	256.028	1564	110.619
gene-B4U62_00330	231	40.8011	320	142.023
gene-B4U62_00335	3534	3222.98	1617	9.08517
gene-B4U62_00340	537	226.148	963	77.1105
gene-B4U62_00345	1599	1287.98	44	0.618621
gene-B4U62_00350	1470	1158.98	244	3.81237
gene-B4U62_00355	261	42.5134	7	2.98162
gene-B4U62_00360	303	45.6721	49	19.4279
gene-B4U62_00365	636	325.002	478	26.6331
gene-B4U62_00370	378	80.4014	1350	304.054
gene-B4U62_00375	387	86.9279	7493	1560.91
rna-B4U62_00380	77	31.5897	6	3.43942
rna-B4U62_00385	72	26.5897	17.3982	11.8487
gene-B4U62_00390	2484	2172.98	937	7.80845
gene-B4U62_00395	738	426.977	276	11.7054
gene-B4U62_00400	1017	705.977	43	1.10296
gene-B4U62_00405	1419	1107.98	4802	78.4823
gene-B4U62_00410	543	232.118	502	39.163
gene-B4U62_00415	1914	1602.98	15683	177.167
gene-B4U62_00420	777	465.977	223	8.66603
gene-B4U62_00425	876	564.977	319	10.2245
gene-B4U62_00430	894	582.977	102	3.16832
gene-B4U62_00435	927	615.977	3345	98.3358
gene-B4U62_00440	1413	1101.98	238	3.91097
gene-B4U62_00445	585	274.011	714	47.1857
gene-B4U62_00450	882	570.977	348	11.0367
gene-B4U62_00455	858	546.977	179	5.92603
gene-B4U62_00460	363	70.1231	4	1.03295
gene-B4U62_00465	504	193.558	24	2.24533
gene-B4U62_00470	210	41.5556	4	1.74306
gene-B4U62_00475	1002	690.977	1036	27.1504
gene-B4U62_00480	1500	1188.98	1087	16.5553
rna-B4U62_00485	1555	1243.98	2013.05	29.3038
rna-B4U62_00490	2933	2621.98	3265.48	22.5527
rna-B4U62_00495	116	33.3438	0	0
rna-B4U62_00500	76	30.5897	0.6	0.355186
rna-B4U62_00505	76	30.5897	18.5	10.9516
rna-B4U62_00510	76	30.5897	24	14.2074
rna-B4U62_00515	83	31.1667	17.1152	9.94428
rna-B4U62_00520	75	29.5897	13.25	8.10877
rna-B4U62_00525	86	31.6538	0	0
rna-B4U62_00530	77	31.5897	20.25	11.608
rna-B4U62_00535	77	31.5897	5	2.86619
rna-B4U62_00540	76	30.5897	12	7.10372
rna-B4U62_00545	1555	1243.98	1796.25	26.1478
rna-B4U62_00550	2933	2621.98	7172.86	49.5386
rna-B4U62_00555	116	33.3438	0	0
gene-B4U62_00560	465	155.643	1335	155.321
gene-B4U62_00565	558	247.07	1483	108.693
