target_id	length	eff_length	est_counts	tpm
gene-B4U62_00005	1341	1073.42	0	0
gene-B4U62_00010	1137	869.422	1	0.0191211
gene-B4U62_00015	216	44.3956	0	0
gene-B4U62_00020	1113	845.422	0	0
gene-B4U62_00025	246	49.8162	0	0
gene-B4U62_00030	1917	1649.42	2	0.0201578
gene-B4U62_00035	2466	2198.42	0	0
rna-B4U62_00040	1556	1288.42	75.5117	0.974317
rna-B4U62_00045	77	21.7083	0	0
rna-B4U62_00050	76	20.7083	0	0
rna-B4U62_00055	2933	2665.42	6.69153	0.0417353
rna-B4U62_00060	116	16.737	0	0
gene-B4U62_00065	948	680.422	0	0
gene-B4U62_00070	1467	1199.42	0	0
gene-B4U62_00075	1332	1064.42	0	0
gene-B4U62_00080	885	617.422	0	0
gene-B4U62_00085	591	323.422	0	0
gene-B4U62_00090	1278	1010.42	0	0
rna-B4U62_00095	93	18.2462	0	0
gene-B4U62_00100	654	386.422	0	0
gene-B4U62_00105	624	356.422	0	0
gene-B4U62_00110	1284	1016.42	0	0
gene-B4U62_00115	546	278.436	0	0
gene-B4U62_00120	486	218.484	0	0
rna-B4U62_00125	265	55.4676	0	0
gene-B4U62_00130	1692	1424.42	0	0
gene-B4U62_00135	324	74.0187	0	0
gene-B4U62_00140	597	329.422	0	0
gene-B4U62_00145	225	46.0785	0	0
gene-B4U62_00150	264	55.0942	0	0
rna-B4U62_00155	1554	1286.42	125.692	1.62431
rna-B4U62_00160	77	21.7083	0	0
rna-B4U62_00165	76	20.7083	0	0
rna-B4U62_00170	2933	2665.42	0.00955456	5.95921e-05
rna-B4U62_00175	116	16.737	0	0
gene-B4U62_00180	195	39.1551	0	0
gene-B4U62_00185	615	347.422	0	0
gene-B4U62_00190	1161	893.422	0	0
gene-B4U62_00195	1443	1175.42	0	0
gene-B4U62_00200	639	371.422	0	0
gene-B4U62_00205	330	76.4992	0	0
gene-B4U62_00210	441	173.695	0	0
gene-B4U62_00215	990	722.422	0	0
gene-B4U62_00220	828	560.422	0	0
gene-B4U62_00225	360	95.4521	0	0
gene-B4U62_00230	744	476.422	0	0
gene-B4U62_00235	300	65.2373	0	0
gene-B4U62_00240	879	611.422	0	0
gene-B4U62_00245	291	62.7298	0	0
gene-B4U62_00250	1995	1727.42	0	0
gene-B4U62_00255	768	500.422	0	0
gene-B4U62_00260	1314	1046.42	0	0
gene-B4U62_00265	561	293.422	0	0
gene-B4U62_00270	879	611.422	0	0
gene-B4U62_00275	873	605.422	0	0
gene-B4U62_00280	261	54.0069	0	0
gene-B4U62_00285	186	36.4135	0	0
gene-B4U62_00290	870	602.422	0	0
gene-B4U62_00295	858	590.422	0	0
gene-B4U62_00300	378	112.224	0	0
gene-B4U62_00305	294	63.6991	0	0
gene-B4U62_00310	1371	1103.42	0	0
gene-B4U62_00315	954	686.422	0	0
gene-B4U62_00320	615	347.422	0	0
gene-B4U62_00325	567	299.422	0	0
gene-B4U62_00330	231	47.1321	0	0
gene-B4U62_00335	3534	3266.42	0	0
gene-B4U62_00340	537	269.45	0	0
gene-B4U62_00345	1599	1331.42	0	0
gene-B4U62_00350	1470	1202.42	0	0
gene-B4U62_00355	261	54.0069	0	0
gene-B4U62_00360	303	66.2695	0	0
gene-B4U62_00365	636	368.422	0	0
gene-B4U62_00370	378	112.224	0	0
gene-B4U62_00375	387	120.8	0	0
rna-B4U62_00380	77	21.7083	0	0
rna-B4U62_00385	72	19.2381	0	0
