 ,Label,Area
1,fecit_100_NA_dhbps_bs-02_1.czi,62077411.252
2,fecit_100_NA_dhbps_bs-03_1.czi,60570151.184
3,fecit_100_NA_dhbps_bs-04_1.czi,44373205.563
4,fecit_100_NA_dhbps_bs_1.czi,50374848.887
5,fecit_100_NA_dhbps_co-02_bs.czi,36275267.849
6,fecit_100_NA_dhbps_co-02_ps.czi,2524157.622
7,fecit_100_NA_dhbps_co-02_ps.czi,20275023.733
8,fecit_100_NA_dhbps_co-02_ps.czi,2561400.344
9,fecit_100_NA_dhbps_co-02_ps.czi,1304779.519
10,fecit_100_NA_dhbps_co-02_ps.czi,2636955.982
11,fecit_100_NA_dhbps_co-02_ps.czi,2905788.508
12,fecit_100_NA_dhbps_co-02_ps.czi,2562898.615
13,fecit_100_NA_dhbps_co-03_bs.czi,41086000.208
14,fecit_100_NA_dhbps_co-03_ps.czi,16533200.317
15,fecit_100_NA_dhbps_co-04_bs.czi,40932962.584
16,fecit_100_NA_dhbps_co-04_ps.czi,13502413.246
17,fecit_100_NA_dhbps_co_bs.czi,37350169.873
18,fecit_100_NA_dhbps_co_ps.czi,13256482.855
19,fecit_100_NA_dhbps_ps-02_1.czi,1728361.977
20,fecit_100_NA_dhbps_ps-02_1.czi,4920106.101
21,fecit_100_NA_dhbps_ps-02_1.czi,3330655.198
22,fecit_100_NA_dhbps_ps-02_1.czi,3592210.410
23,fecit_100_NA_dhbps_ps-02_1.czi,7847298.473
24,fecit_100_NA_dhbps_ps-02_1.czi,29224407.137
25,fecit_100_NA_dhbps_ps-02_1.czi,6134133.239
26,fecit_100_NA_dhbps_ps-03_1.czi,23273062.892
27,fecit_100_NA_dhbps_ps-04_1.czi,7536514.375
28,fecit_100_NA_dhbps_ps-04_1.czi,5372797.814
29,fecit_100_NA_dhbps_ps-04_1.czi,12872925.621
30,fecit_100_NA_dhbps_ps-04_1.czi,4514074.811
31,fecit_100_NA_dhbps_ps-04_1.czi,4722976.518
32,fecit_100_NA_dhbps_ps-04_1.czi,24366372.240
33,fecit_100_NA_dhbps_ps-04_1.czi,5204135.370
34,fecit_100_NA_dhbps_ps-04_1.czi,3021155.332
35,fecit_100_NA_dhbps_ps-04_1.czi,4658764.928
36,fecit_100_NA_dhbps_ps_1.czi,25955609.104
37,fecit_20_NA_dhbps_bs-02_1.czi,28210506.123
38,fecit_20_NA_dhbps_bs-03_1.czi,28879590.896
39,fecit_20_NA_dhbps_bs-04_1.czi,39715510.828
40,fecit_20_NA_dhbps_bs_1.czi,35587347.676
41,fecit_20_NA_dhbps_co-02_bs.czi,30032831.061
