 ,Label,Area
1,fecit_100_NA_bsps_bs-02_1.czi,39205456.761
2,fecit_100_NA_bsps_bs-03_1.czi,60038051.138
3,fecit_100_NA_bsps_bs-04_1.czi,41519856.521
4,fecit_100_NA_bsps_bs_1.czi,34528070.472
5,fecit_100_NA_bsps_co-02_bs.czi,41340706.183
6,fecit_100_NA_bsps_co-02_ps.czi,12881701.205
7,fecit_100_NA_bsps_co-03_bs.czi,37220676.499
8,fecit_100_NA_bsps_co-03_ps.czi,13777666.931
9,fecit_100_NA_bsps_co-04_bs.czi,34032571.032
10,fecit_100_NA_bsps_co-04_ps.czi,15535352.201
11,fecit_100_NA_bsps_co_bs.czi,36427663.357
12,fecit_100_NA_bsps_co_ps.czi,13678781.081
13,fecit_100_NA_bsps_ps-02_1.czi,17586912.517
14,fecit_100_NA_bsps_ps-03_1.czi,17957627.432
15,fecit_100_NA_bsps_ps-04_1.czi,20725789.098
16,fecit_100_NA_bsps_ps_1.czi,20087953.966
17,fecit_20_NA_bsps_bs-02_1.czi,77961218.350
18,fecit_20_NA_bsps_bs-03_1.czi,65653354.725
19,fecit_20_NA_bsps_bs_1.czi,73463838.553
20,fecit_20_NA_bsps_co-02_bs.czi,72429175.792
21,fecit_20_NA_bsps_co-02_ps.czi,9628313.954
22,fecit_20_NA_bsps_co-03_bs.czi,78134375.606
23,fecit_20_NA_bsps_co-03_ps.czi,2839008.454
24,fecit_20_NA_bsps_co-03_ps.czi,7095166.709
25,fecit_20_NA_bsps_co_bs.czi,68906956.015
26,fecit_20_NA_bsps_co_ps.czi,6547655.881
27,fecit_20_NA_bsps_ps-02_1.czi,17864092.549
28,fecit_20_NA_bsps_ps-03_1.czi,19456539.993
29,fecit_20_NA_bsps_ps_1.czi,16763933.965
30,fecit_500_NA_bsps_bs-02_1.czi,34660560.387
31,fecit_500_NA_bsps_bs-03_1.czi,33292211.394
32,fecit_500_NA_bsps_bs-04_1.czi,37196704.172
33,fecit_500_NA_bsps_bs_1.czi,34115832.061
34,fecit_500_NA_bsps_co-02_bs.czi,32163157.594
35,fecit_500_NA_bsps_co-02_ps.czi,18173806.454
